Name,Location,Number,R,N_R,Y1
Arrowlord ,Lower_Left ,1,0.117,1,1.0013
Arrowlord ,Lower_Left ,1,2.117,4,3.9323
Arrowlord ,Lower_Left ,1,4.117,6,6.54
Arrowlord ,Lower_Left ,1,6.117,9,7.2197
Arrowlord ,Lower_Left ,1,8.117,6,8.5591
Arrowlord ,Lower_Left ,1,10.117,10,9.6076
Arrowlord ,Lower_Left ,1,12.117,13,10.3088
Arrowlord ,Lower_Left ,1,14.117,11,11.5843
Arrowlord ,Lower_Left ,1,16.117,10,13.8103
Arrowlord ,Lower_Left ,1,18.117,18,16.3544
Arrowlord ,Lower_Left ,1,20.117,20,18.2192
Arrowlord ,Lower_Left ,1,22.117,20,18.811
Arrowlord ,Lower_Left ,1,24.117,16,18.1836
Arrowlord ,Lower_Left ,1,26.117,17,16.7662
Arrowlord ,Lower_Left ,1,28.117,12,14.947
Arrowlord ,Lower_Left ,1,30.117,15,12.8518
Arrowlord ,Lower_Left ,1,32.117,13,10.4145
Arrowlord ,Lower_Left ,1,34.117,8,7.6089
Arrowlord ,Lower_Left ,1,36.117,2,4.6359
Arrowlord ,Lower_Left ,1,38.117,1,1.9264
Arrowlord ,Lower_Left ,1,40.117,0,-0.0381
Arrowlord ,Lower_Left ,1,42.117,0,-0.9687
Arrowlord ,Lower_Left ,1,44.117,0,-0.9262
Arrowlord ,Lower_Left ,1,46.117,0,-0.3
Arrowlord ,Lower_Left ,1,48.117,0,0.3794
Arrowlord ,Lower_Left ,1,50.117,0,0.6927
Arrowlord ,Lower_Left ,1,52.117,0,0.5133
Arrowlord ,Lower_Left ,1,54.117,0,0.0259
Arrowlord ,Lower_Left ,1,56.117,0,-0.4207
Arrowlord ,Lower_Left ,1,58.117,0,-0.5395
Arrowlord ,Lower_Left ,1,60.117,0,-0.2788
Arrowlord ,Lower_Left ,1,62.117,0,0.1569
Arrowlord ,Lower_Left ,1,64.117,0,0.4508
Arrowlord ,Lower_Left ,1,66.117,0,0.394
Arrowlord ,Lower_Left ,1,68.117,0,0.0376
Arrowlord ,Lower_Left ,1,70.117,0,-0.3355
Arrowlord ,Lower_Left ,1,72.117,0,-0.4188
Arrowlord ,Lower_Left ,1,74.117,0,-0.1338
Arrowlord ,Lower_Left ,1,76.117,0,0.2727
Arrowlord ,Lower_Left ,1,78.117,0,0.4114
Arrowlord ,Lower_Left ,1,80.117,0,0.1167
Arrowlord ,Lower_Left ,1,82.117,0,-0.3213
Arrowlord ,Lower_Left ,1,84.117,0,-0.37
Arrowlord ,Lower_Left ,1,86.117,0,0.1027
Arrowlord ,Lower_Left ,1,88.117,0,0.4507
Arrowlord ,Lower_Left ,1,90.117,0,-0.0049
Arrowlord ,Lower_Left ,1,92.117,0,-0.5211
Arrowlord ,Lower_Left ,1,94.117,0,0.4251
Arrowlord ,Lower_Left ,1,96.117,0,-0.1465
Arrowlord ,Lower_Left ,1,98.117,0,0.0244
Arrowlord ,Lower_Left ,2,0.117,1,0.9993
Arrowlord ,Lower_Left ,2,2.117,4,4.0069
Arrowlord ,Lower_Left ,2,4.117,6,5.9457
Arrowlord ,Lower_Left ,2,6.117,7,7.3056
Arrowlord ,Lower_Left ,2,8.117,11,10.0031
Arrowlord ,Lower_Left ,2,10.117,11,12.6595
Arrowlord ,Lower_Left ,2,12.117,15,14.2902
Arrowlord ,Lower_Left ,2,14.117,17,15.1998
Arrowlord ,Lower_Left ,2,16.117,14,16.0519
Arrowlord ,Lower_Left ,2,18.117,16,17.0568
Arrowlord ,Lower_Left ,2,20.117,19,17.8881
Arrowlord ,Lower_Left ,2,22.117,22,18.0445
Arrowlord ,Lower_Left ,2,24.117,12,17.2143
Arrowlord ,Lower_Left ,2,26.117,15,15.4156
Arrowlord ,Lower_Left ,2,28.117,17,12.9241
Arrowlord ,Lower_Left ,2,30.117,8,10.1141
Arrowlord ,Lower_Left ,2,32.117,7,7.3277
Arrowlord ,Lower_Left ,2,34.117,5,4.8175
Arrowlord ,Lower_Left ,2,36.117,4,2.747
Arrowlord ,Lower_Left ,2,38.117,0,1.2081
Arrowlord ,Lower_Left ,2,40.117,0,0.228
Arrowlord ,Lower_Left ,2,42.117,0,-0.2375
Arrowlord ,Lower_Left ,2,44.117,0,-0.3059
Arrowlord ,Lower_Left ,2,46.117,0,-0.1483
Arrowlord ,Lower_Left ,2,48.117,0,0.0554
Arrowlord ,Lower_Left ,2,50.117,0,0.1719
Arrowlord ,Lower_Left ,2,52.117,0,0.1527
Arrowlord ,Lower_Left ,2,54.117,0,0.0369
Arrowlord ,Lower_Left ,2,56.117,0,-0.0864
Arrowlord ,Lower_Left ,2,58.117,0,-0.1357
Arrowlord ,Lower_Left ,2,60.117,0,-0.0861
Arrowlord ,Lower_Left ,2,62.117,0,0.0199
Arrowlord ,Lower_Left ,2,64.117,0,0.1033
Arrowlord ,Lower_Left ,2,66.117,0,0.1038
Arrowlord ,Lower_Left ,2,68.117,0,0.0237
Arrowlord ,Lower_Left ,2,70.117,0,-0.0723
Arrowlord ,Lower_Left ,2,72.117,0,-0.1044
Arrowlord ,Lower_Left ,2,74.117,0,-0.0435
Arrowlord ,Lower_Left ,2,76.117,0,0.0574
Arrowlord ,Lower_Left ,2,78.117,0,0.101
Arrowlord ,Lower_Left ,2,80.117,0,0.0367
Arrowlord ,Lower_Left ,2,82.117,0,-0.0731
Arrowlord ,Lower_Left ,2,84.117,0,-0.0937
Arrowlord ,Lower_Left ,2,86.117,0,0.017
Arrowlord ,Lower_Left ,2,88.117,0,0.1098
Arrowlord ,Lower_Left ,2,90.117,0,0.002
Arrowlord ,Lower_Left ,2,92.117,0,-0.1293
Arrowlord ,Lower_Left ,2,94.117,0,0.1
Arrowlord ,Lower_Left ,2,96.117,0,-0.034
Arrowlord ,Lower_Left ,2,98.117,0,-0.0059
Arrowlord ,Lower_Left ,3,0.117,1,0.9819
Arrowlord ,Lower_Left ,3,2.117,1,1.1443
Arrowlord ,Lower_Left ,3,4.117,2,1.5911
Arrowlord ,Lower_Left ,3,6.117,7,7.318
Arrowlord ,Lower_Left ,3,8.117,10,10.6529
Arrowlord ,Lower_Left ,3,10.117,13,11.7363
Arrowlord ,Lower_Left ,3,12.117,13,12.9771
Arrowlord ,Lower_Left ,3,14.117,14,15.1507
Arrowlord ,Lower_Left ,3,16.117,18,17.5013
Arrowlord ,Lower_Left ,3,18.117,18,19.0872
Arrowlord ,Lower_Left ,3,20.117,21,19.5539
Arrowlord ,Lower_Left ,3,22.117,22,19.079
Arrowlord ,Lower_Left ,3,24.117,13,17.9671
Arrowlord ,Lower_Left ,3,26.117,16,16.3592
Arrowlord ,Lower_Left ,3,28.117,17,14.2236
Arrowlord ,Lower_Left ,3,30.117,11,11.5317
Arrowlord ,Lower_Left ,3,32.117,10,8.4302
Arrowlord ,Lower_Left ,3,34.117,3,5.2811
Arrowlord ,Lower_Left ,3,36.117,3,2.5487
Arrowlord ,Lower_Left ,3,38.117,0,0.6136
Arrowlord ,Lower_Left ,3,40.117,0,-0.3792
Arrowlord ,Lower_Left ,3,42.117,0,-0.5633
Arrowlord ,Lower_Left ,3,44.117,0,-0.2709
Arrowlord ,Lower_Left ,3,46.117,0,0.1198
Arrowlord ,Lower_Left ,3,48.117,0,0.3358
Arrowlord ,Lower_Left ,3,50.117,0,0.2904
Arrowlord ,Lower_Left ,3,52.117,0,0.0698
Arrowlord ,Lower_Left ,3,54.117,0,-0.1562
Arrowlord ,Lower_Left ,3,56.117,0,-0.2463
Arrowlord ,Lower_Left ,3,58.117,0,-0.164
Arrowlord ,Lower_Left ,3,60.117,0,0.0152
Arrowlord ,Lower_Left ,3,62.117,0,0.1629
Arrowlord ,Lower_Left ,3,64.117,0,0.1828
Arrowlord ,Lower_Left ,3,66.117,0,0.0719
Arrowlord ,Lower_Left ,3,68.117,0,-0.0815
Arrowlord ,Lower_Left ,3,70.117,0,-0.1614
Arrowlord ,Lower_Left ,3,72.117,0,-0.1087
Arrowlord ,Lower_Left ,3,74.117,0,0.0305
Arrowlord ,Lower_Left ,3,76.117,0,0.1366
Arrowlord ,Lower_Left ,3,78.117,0,0.112
Arrowlord ,Lower_Left ,3,80.117,0,-0.0228
Arrowlord ,Lower_Left ,3,82.117,0,-0.1315
Arrowlord ,Lower_Left ,3,84.117,0,-0.0851
Arrowlord ,Lower_Left ,3,86.117,0,0.0747
Arrowlord ,Lower_Left ,3,88.117,0,0.1294
Arrowlord ,Lower_Left ,3,90.117,0,-0.0411
Arrowlord ,Lower_Left ,3,92.117,0,-0.1451
Arrowlord ,Lower_Left ,3,94.117,0,0.1354
Arrowlord ,Lower_Left ,3,96.117,0,-0.0481
Arrowlord ,Lower_Left ,3,98.117,0,0.0059
Arrowlord ,Lower_Right,1,0.117,1,1.0219
Arrowlord ,Lower_Right,1,2.117,3,2.8112
Arrowlord ,Lower_Right,1,4.117,4,4.6224
Arrowlord ,Lower_Right,1,6.117,9,8.1603
Arrowlord ,Lower_Right,1,8.117,12,11.8995
Arrowlord ,Lower_Right,1,10.117,13,14.5331
Arrowlord ,Lower_Right,1,12.117,17,15.5953
Arrowlord ,Lower_Right,1,14.117,15,15.4825
Arrowlord ,Lower_Right,1,16.117,16,15.0398
Arrowlord ,Lower_Right,1,18.117,14,14.9893
Arrowlord ,Lower_Right,1,20.117,15,15.5635
Arrowlord ,Lower_Right,1,22.117,17,16.4988
Arrowlord ,Lower_Right,1,24.117,18,17.2931
Arrowlord ,Lower_Right,1,26.117,17,17.5144
Arrowlord ,Lower_Right,1,28.117,17,16.984
Arrowlord ,Lower_Right,1,30.117,17,15.7805
Arrowlord ,Lower_Right,1,32.117,12,14.1175
Arrowlord ,Lower_Right,1,34.117,12,12.2026
Arrowlord ,Lower_Right,1,36.117,11,10.1595
Arrowlord ,Lower_Right,1,38.117,10,8.0386
Arrowlord ,Lower_Right,1,40.117,4,5.8853
Arrowlord ,Lower_Right,1,42.117,4,3.8046
Arrowlord ,Lower_Right,1,44.117,2,1.9735
Arrowlord ,Lower_Right,1,46.117,0,0.5899
Arrowlord ,Lower_Right,1,48.117,0,-0.2157
Arrowlord ,Lower_Right,1,50.117,0,-0.4519
Arrowlord ,Lower_Right,1,52.117,0,-0.2807
Arrowlord ,Lower_Right,1,54.117,0,0.0422
Arrowlord ,Lower_Right,1,56.117,0,0.2736
Arrowlord ,Lower_Right,1,58.117,0,0.2837
Arrowlord ,Lower_Right,1,60.117,0,0.1
Arrowlord ,Lower_Right,1,62.117,0,-0.1315
Arrowlord ,Lower_Right,1,64.117,0,-0.2476
Arrowlord ,Lower_Right,1,66.117,0,-0.1742
Arrowlord ,Lower_Right,1,68.117,0,0.0251
Arrowlord ,Lower_Right,1,70.117,0,0.1937
Arrowlord ,Lower_Right,1,72.117,0,0.1969
Arrowlord ,Lower_Right,1,74.117,0,0.0314
Arrowlord ,Lower_Right,1,76.117,0,-0.1592
Arrowlord ,Lower_Right,1,78.117,0,-0.1944
Arrowlord ,Lower_Right,1,80.117,0,-0.028
Arrowlord ,Lower_Right,1,82.117,0,0.1734
Arrowlord ,Lower_Right,1,84.117,0,0.1675
Arrowlord ,Lower_Right,1,86.117,0,-0.0709
Arrowlord ,Lower_Right,1,88.117,0,-0.2167
Arrowlord ,Lower_Right,1,90.117,0,0.0266
Arrowlord ,Lower_Right,1,92.117,0,0.2473
Arrowlord ,Lower_Right,1,94.117,0,-0.2121
Arrowlord ,Lower_Right,1,96.117,0,0.0727
Arrowlord ,Lower_Right,1,98.117,0,-0.0052
Arrowlord ,Lower_Right,2,0.117,1,1.0339
Arrowlord ,Lower_Right,2,2.117,1,0.716
Arrowlord ,Lower_Right,2,4.117,3,3.8666
Arrowlord ,Lower_Right,2,6.117,9,8.1975
Arrowlord ,Lower_Right,2,8.117,15,13.5133
Arrowlord ,Lower_Right,2,10.117,13,17.0901
Arrowlord ,Lower_Right,2,12.117,20,17.7756
Arrowlord ,Lower_Right,2,14.117,19,16.8889
Arrowlord ,Lower_Right,2,16.117,15,16.4541
Arrowlord ,Lower_Right,2,18.117,15,17.4054
Arrowlord ,Lower_Right,2,20.117,22,19.1119
Arrowlord ,Lower_Right,2,22.117,18,20.0913
Arrowlord ,Lower_Right,2,24.117,21,19.0982
Arrowlord ,Lower_Right,2,26.117,15,15.8521
Arrowlord ,Lower_Right,2,28.117,13,11.1004
Arrowlord ,Lower_Right,2,30.117,3,6.149
Arrowlord ,Lower_Right,2,32.117,3,2.2133
Arrowlord ,Lower_Right,2,34.117,0,-0.0649
Arrowlord ,Lower_Right,2,36.117,0,-0.7523
Arrowlord ,Lower_Right,2,38.117,0,-0.4297
Arrowlord ,Lower_Right,2,40.117,0,0.1743
Arrowlord ,Lower_Right,2,42.117,0,0.5223
Arrowlord ,Lower_Right,2,44.117,0,0.438
Arrowlord ,Lower_Right,2,46.117,0,0.0699
Arrowlord ,Lower_Right,2,48.117,0,-0.2882
Arrowlord ,Lower_Right,2,50.117,0,-0.4052
Arrowlord ,Lower_Right,2,52.117,0,-0.2389
Arrowlord ,Lower_Right,2,54.117,0,0.0675
Arrowlord ,Lower_Right,2,56.117,0,0.2975
Arrowlord ,Lower_Right,2,58.117,0,0.3052
Arrowlord ,Lower_Right,2,60.117,0,0.1024
Arrowlord ,Lower_Right,2,62.117,0,-0.1574
Arrowlord ,Lower_Right,2,64.117,0,-0.2879
Arrowlord ,Lower_Right,2,66.117,0,-0.1992
Arrowlord ,Lower_Right,2,68.117,0,0.0369
Arrowlord ,Lower_Right,2,70.117,0,0.2349
Arrowlord ,Lower_Right,2,72.117,0,0.2339
Arrowlord ,Lower_Right,2,74.117,0,0.0311
Arrowlord ,Lower_Right,2,76.117,0,-0.198
Arrowlord ,Lower_Right,2,78.117,0,-0.2352
Arrowlord ,Lower_Right,2,80.117,0,-0.0283
Arrowlord ,Lower_Right,2,82.117,0,0.2154
Arrowlord ,Lower_Right,2,84.117,0,0.2015
Arrowlord ,Lower_Right,2,86.117,0,-0.093
Arrowlord ,Lower_Right,2,88.117,0,-0.2659
Arrowlord ,Lower_Right,2,90.117,0,0.0337
Arrowlord ,Lower_Right,2,92.117,0,0.3047
Arrowlord ,Lower_Right,2,94.117,0,-0.2664
Arrowlord ,Lower_Right,2,96.117,0,0.0854
Arrowlord ,Lower_Right,2,98.117,0,-0.0146
Arrowlord ,Lower_Right,3,0.117,1,1.0081
Arrowlord ,Lower_Right,3,2.117,2,1.9175
Arrowlord ,Lower_Right,3,4.117,3,3.3633
Arrowlord ,Lower_Right,3,6.117,8,7.0845
Arrowlord ,Lower_Right,3,8.117,8,9.5234
Arrowlord ,Lower_Right,3,10.117,13,11.0214
Arrowlord ,Lower_Right,3,12.117,10,12.2882
Arrowlord ,Lower_Right,3,14.117,15,13.1081
Arrowlord ,Lower_Right,3,16.117,13,13.0157
Arrowlord ,Lower_Right,3,18.117,10,11.9758
Arrowlord ,Lower_Right,3,20.117,12,10.398
Arrowlord ,Lower_Right,3,22.117,9,8.7679
Arrowlord ,Lower_Right,3,24.117,7,7.3391
Arrowlord ,Lower_Right,3,26.117,5,6.0868
Arrowlord ,Lower_Right,3,28.117,6,4.8612
Arrowlord ,Lower_Right,3,30.117,4,3.5732
Arrowlord ,Lower_Right,3,32.117,1,2.2814
Arrowlord ,Lower_Right,3,34.117,2,1.1528
Arrowlord ,Lower_Right,3,36.117,0,0.3527
Arrowlord ,Lower_Right,3,38.117,0,-0.0542
Arrowlord ,Lower_Right,3,40.117,0,-0.1342
Arrowlord ,Lower_Right,3,42.117,0,-0.0405
Arrowlord ,Lower_Right,3,44.117,0,0.0679
Arrowlord ,Lower_Right,3,46.117,0,0.097
Arrowlord ,Lower_Right,3,48.117,0,0.0421
Arrowlord ,Lower_Right,3,50.117,0,-0.0395
Arrowlord ,Lower_Right,3,52.117,0,-0.0818
Arrowlord ,Lower_Right,3,54.117,0,-0.0575
Arrowlord ,Lower_Right,3,56.117,0,0.009
Arrowlord ,Lower_Right,3,58.117,0,0.0644
Arrowlord ,Lower_Right,3,60.117,0,0.0671
Arrowlord ,Lower_Right,3,62.117,0,0.0172
Arrowlord ,Lower_Right,3,64.117,0,-0.0446
Arrowlord ,Lower_Right,3,66.117,0,-0.0685
Arrowlord ,Lower_Right,3,68.117,0,-0.0347
Arrowlord ,Lower_Right,3,70.117,0,0.0285
Arrowlord ,Lower_Right,3,72.117,0,0.0659
Arrowlord ,Lower_Right,3,74.117,0,0.0417
Arrowlord ,Lower_Right,3,76.117,0,-0.024
Arrowlord ,Lower_Right,3,78.117,0,-0.0665
Arrowlord ,Lower_Right,3,80.117,0,-0.0357
Arrowlord ,Lower_Right,3,82.117,0,0.0389
Arrowlord ,Lower_Right,3,84.117,0,0.0657
Arrowlord ,Lower_Right,3,86.117,0,-0.0033
Arrowlord ,Lower_Right,3,88.117,0,-0.0755
Arrowlord ,Lower_Right,3,90.117,0,-0.0095
Arrowlord ,Lower_Right,3,92.117,0,0.0889
Arrowlord ,Lower_Right,3,94.117,0,-0.0691
Arrowlord ,Lower_Right,3,96.117,0,0.0167
Arrowlord ,Lower_Right,3,98.117,0,-0.0009
Borncape,Bottom_Middle_Right,1,0.117,0,-0.0023
Borncape,Bottom_Middle_Right,1,2.117,0,0.0214
Borncape,Bottom_Middle_Right,1,4.117,0,-0.0845
Borncape,Bottom_Middle_Right,1,6.117,2,2.1902
Borncape,Bottom_Middle_Right,1,8.117,5,4.6972
Borncape,Bottom_Middle_Right,1,10.117,6,6.3806
Borncape,Bottom_Middle_Right,1,12.117,8,7.7778
Borncape,Bottom_Middle_Right,1,14.117,10,9.8071
Borncape,Bottom_Middle_Right,1,16.117,13,12.7339
Borncape,Bottom_Middle_Right,1,18.117,14,15.9517
Borncape,Bottom_Middle_Right,1,20.117,20,18.4242
Borncape,Bottom_Middle_Right,1,22.117,21,19.3259
Borncape,Bottom_Middle_Right,1,24.117,17,18.4709
Borncape,Bottom_Middle_Right,1,26.117,14,16.348
Borncape,Bottom_Middle_Right,1,28.117,15,13.826
Borncape,Bottom_Middle_Right,1,30.117,14,11.7278
Borncape,Bottom_Middle_Right,1,32.117,10,10.493
Borncape,Bottom_Middle_Right,1,34.117,10,10.0612
Borncape,Bottom_Middle_Right,1,36.117,8,9.9904
Borncape,Bottom_Middle_Right,1,38.117,9,9.7189
Borncape,Bottom_Middle_Right,1,40.117,10,8.8387
Borncape,Bottom_Middle_Right,1,42.117,11,7.2626
Borncape,Bottom_Middle_Right,1,44.117,3,5.2297
Borncape,Bottom_Middle_Right,1,46.117,1,3.1703
Borncape,Bottom_Middle_Right,1,48.117,2,1.5065
Borncape,Bottom_Middle_Right,1,50.117,1,0.481
Borncape,Bottom_Middle_Right,1,52.117,1,0.0854
Borncape,Bottom_Middle_Right,1,54.117,0,0.1059
Borncape,Bottom_Middle_Right,1,56.117,0,0.2517
Borncape,Bottom_Middle_Right,1,58.117,0,0.2987
Borncape,Bottom_Middle_Right,1,60.117,0,0.1768
Borncape,Bottom_Middle_Right,1,62.117,0,-0.0343
Borncape,Bottom_Middle_Right,1,64.117,0,-0.1895
Borncape,Bottom_Middle_Right,1,66.117,0,-0.1893
Borncape,Bottom_Middle_Right,1,68.117,0,-0.0498
Borncape,Bottom_Middle_Right,1,70.117,0,0.1121
Borncape,Bottom_Middle_Right,1,72.117,0,0.1665
Borncape,Bottom_Middle_Right,1,74.117,0,0.0737
Borncape,Bottom_Middle_Right,1,76.117,0,-0.0791
Borncape,Bottom_Middle_Right,1,78.117,0,-0.1457
Borncape,Bottom_Middle_Right,1,80.117,0,-0.0572
Borncape,Bottom_Middle_Right,1,82.117,0,0.0938
Borncape,Bottom_Middle_Right,1,84.117,0,0.1259
Borncape,Bottom_Middle_Right,1,86.117,0,-0.0178
Borncape,Bottom_Middle_Right,1,88.117,0,-0.1377
Borncape,Bottom_Middle_Right,1,90.117,0,-0.006
Borncape,Bottom_Middle_Right,1,92.117,0,0.1564
Borncape,Bottom_Middle_Right,1,94.117,0,-0.1181
Borncape,Bottom_Middle_Right,1,96.117,0,0.038
Borncape,Bottom_Middle_Right,1,98.117,0,-0.0033
Borncape,Bottom_Middle_Right,2,0.117,0,0.0147
Borncape,Bottom_Middle_Right,2,2.117,0,-0.1376
Borncape,Bottom_Middle_Right,2,4.117,0,0.5143
Borncape,Bottom_Middle_Right,2,6.117,0,-0.8977
Borncape,Bottom_Middle_Right,2,8.117,0,0.4756
Borncape,Bottom_Middle_Right,2,10.117,1,1.6252
Borncape,Bottom_Middle_Right,2,12.117,2,1.4676
Borncape,Bottom_Middle_Right,2,14.117,3,2.0291
Borncape,Bottom_Middle_Right,2,16.117,4,4.9998
Borncape,Bottom_Middle_Right,2,18.117,9,9.7267
Borncape,Bottom_Middle_Right,2,20.117,15,13.9357
Borncape,Bottom_Middle_Right,2,22.117,15,15.6102
Borncape,Bottom_Middle_Right,2,24.117,16,14.2784
Borncape,Bottom_Middle_Right,2,26.117,9,11.034
Borncape,Bottom_Middle_Right,2,28.117,8,7.637
Borncape,Bottom_Middle_Right,2,30.117,5,5.4619
Borncape,Bottom_Middle_Right,2,32.117,7,4.9015
Borncape,Bottom_Middle_Right,2,34.117,5,5.416
Borncape,Bottom_Middle_Right,2,36.117,3,6.0362
Borncape,Bottom_Middle_Right,2,38.117,8,5.9569
Borncape,Bottom_Middle_Right,2,40.117,6,4.9102
Borncape,Bottom_Middle_Right,2,42.117,3,3.1897
Borncape,Bottom_Middle_Right,2,44.117,0,1.3946
Borncape,Bottom_Middle_Right,2,46.117,0,0.0804
Borncape,Bottom_Middle_Right,2,48.117,0,-0.498
Borncape,Bottom_Middle_Right,2,50.117,0,-0.4436
Borncape,Bottom_Middle_Right,2,52.117,0,-0.0898
Borncape,Bottom_Middle_Right,2,54.117,0,0.214
Borncape,Bottom_Middle_Right,2,56.117,0,0.2774
Borncape,Bottom_Middle_Right,2,58.117,0,0.123
Borncape,Bottom_Middle_Right,2,60.117,0,-0.0868
Borncape,Bottom_Middle_Right,2,62.117,0,-0.1883
Borncape,Bottom_Middle_Right,2,64.117,0,-0.1269
Borncape,Bottom_Middle_Right,2,66.117,0,0.0227
Borncape,Bottom_Middle_Right,2,68.117,0,0.129
Borncape,Bottom_Middle_Right,2,70.117,0,0.1118
Borncape,Bottom_Middle_Right,2,72.117,0,0.0009
Borncape,Bottom_Middle_Right,2,74.117,0,-0.0946
Borncape,Bottom_Middle_Right,2,76.117,0,-0.0867
Borncape,Bottom_Middle_Right,2,78.117,0,0.0068
Borncape,Bottom_Middle_Right,2,80.117,0,0.0808
Borncape,Bottom_Middle_Right,2,82.117,0,0.0523
Borncape,Bottom_Middle_Right,2,84.117,0,-0.0392
Borncape,Bottom_Middle_Right,2,86.117,0,-0.0566
Borncape,Bottom_Middle_Right,2,88.117,0,0.0225
Borncape,Bottom_Middle_Right,2,90.117,0,0.0502
Borncape,Bottom_Middle_Right,2,92.117,0,-0.0348
Borncape,Bottom_Middle_Right,2,94.117,0,0.0062
Borncape,Bottom_Middle_Right,2,96.117,0,0.0037
Borncape,Bottom_Middle_Right,2,98.117,0,0.0043
Borncape,Bottom_Middle_Right,3,0.117,1,0.9416
Borncape,Bottom_Middle_Right,3,2.117,2,2.5059
Borncape,Bottom_Middle_Right,3,4.117,4,2.3018
Borncape,Bottom_Middle_Right,3,6.117,9,11.5403
Borncape,Bottom_Middle_Right,3,8.117,14,12.8362
Borncape,Bottom_Middle_Right,3,10.117,11,10.9872
Borncape,Bottom_Middle_Right,3,12.117,15,12.1873
Borncape,Bottom_Middle_Right,3,14.117,13,16.4411
Borncape,Bottom_Middle_Right,3,16.117,18,21.3099
Borncape,Bottom_Middle_Right,3,18.117,31,25.7349
Borncape,Bottom_Middle_Right,3,20.117,30,30.2334
Borncape,Bottom_Middle_Right,3,22.117,39,35.1613
Borncape,Bottom_Middle_Right,3,24.117,34,39.5249
Borncape,Bottom_Middle_Right,3,26.117,34,41.3202
Borncape,Bottom_Middle_Right,3,28.117,47,38.8478
Borncape,Bottom_Middle_Right,3,30.117,36,31.8903
Borncape,Bottom_Middle_Right,3,32.117,22,21.9838
Borncape,Bottom_Middle_Right,3,34.117,6,11.7203
Borncape,Bottom_Middle_Right,3,36.117,2,3.5765
Borncape,Bottom_Middle_Right,3,38.117,0,-1.0735
Borncape,Bottom_Middle_Right,3,40.117,0,-2.3158
Borncape,Bottom_Middle_Right,3,42.117,0,-1.3616
Borncape,Bottom_Middle_Right,3,44.117,0,0.2038
Borncape,Bottom_Middle_Right,3,46.117,0,1.1704
Borncape,Bottom_Middle_Right,3,48.117,0,1.1136
Borncape,Bottom_Middle_Right,3,50.117,0,0.3446
Borncape,Bottom_Middle_Right,3,52.117,0,-0.4781
Borncape,Bottom_Middle_Right,3,54.117,0,-0.8168
Borncape,Bottom_Middle_Right,3,56.117,0,-0.5481
Borncape,Bottom_Middle_Right,3,58.117,0,0.0407
Borncape,Bottom_Middle_Right,3,60.117,0,0.5014
Borncape,Bottom_Middle_Right,3,62.117,0,0.5383
Borncape,Bottom_Middle_Right,3,64.117,0,0.1848
Borncape,Bottom_Middle_Right,3,66.117,0,-0.2522
Borncape,Bottom_Middle_Right,3,68.117,0,-0.4366
Borncape,Bottom_Middle_Right,3,70.117,0,-0.2527
Borncape,Bottom_Middle_Right,3,72.117,0,0.113
Borncape,Bottom_Middle_Right,3,74.117,0,0.3363
Borncape,Bottom_Middle_Right,3,76.117,0,0.227
Borncape,Bottom_Middle_Right,3,78.117,0,-0.0852
Borncape,Bottom_Middle_Right,3,80.117,0,-0.2704
Borncape,Bottom_Middle_Right,3,82.117,0,-0.1281
Borncape,Bottom_Middle_Right,3,84.117,0,0.1509
Borncape,Bottom_Middle_Right,3,86.117,0,0.1892
Borncape,Bottom_Middle_Right,3,88.117,0,-0.0678
Borncape,Bottom_Middle_Right,3,90.117,0,-0.1537
Borncape,Bottom_Middle_Right,3,92.117,0,0.1057
Borncape,Bottom_Middle_Right,3,94.117,0,0.0033
Borncape,Bottom_Middle_Right,3,96.117,0,0.0126
Borncape,Bottom_Middle_Right,3,98.117,0,0.0441
Borncape,Top_Middle_Left,1,0.117,1,1.0218
Borncape,Top_Middle_Left,1,2.117,1,0.8018
Borncape,Top_Middle_Left,1,4.117,7,7.7028
Borncape,Top_Middle_Left,1,6.117,12,10.9439
Borncape,Top_Middle_Left,1,8.117,10,9.9578
Borncape,Top_Middle_Left,1,10.117,9,11.2064
Borncape,Top_Middle_Left,1,12.117,18,16.0587
Borncape,Top_Middle_Left,1,14.117,23,21.1531
Borncape,Top_Middle_Left,1,16.117,19,23.199
Borncape,Top_Middle_Left,1,18.117,24,21.5949
Borncape,Top_Middle_Left,1,20.117,17,17.9212
Borncape,Top_Middle_Left,1,22.117,16,14.1415
Borncape,Top_Middle_Left,1,24.117,10,11.2926
Borncape,Top_Middle_Left,1,26.117,8,9.2889
Borncape,Top_Middle_Left,1,28.117,9,7.5061
Borncape,Top_Middle_Left,1,30.117,6,5.478
Borncape,Top_Middle_Left,1,32.117,3,3.2374
Borncape,Top_Middle_Left,1,34.117,0,1.2098
Borncape,Top_Middle_Left,1,36.117,0,-0.1391
Borncape,Top_Middle_Left,1,38.117,0,-0.6207
Borncape,Top_Middle_Left,1,40.117,0,-0.4193
Borncape,Top_Middle_Left,1,42.117,0,0.0448
Borncape,Top_Middle_Left,1,44.117,0,0.3656
Borncape,Top_Middle_Left,1,46.117,0,0.3533
Borncape,Top_Middle_Left,1,48.117,0,0.0832
Borncape,Top_Middle_Left,1,50.117,0,-0.2117
Borncape,Top_Middle_Left,1,52.117,0,-0.3189
Borncape,Top_Middle_Left,1,54.117,0,-0.183
Borncape,Top_Middle_Left,1,56.117,0,0.0759
Borncape,Top_Middle_Left,1,58.117,0,0.2602
